Time,Open,High,Low,Close,Volume
2025-05-30 15:15:00,0.0836,0.0839,0.0832,0.0839,505620.0
2025-05-30 15:30:00,0.0839,0.0839,0.0834,0.0835,390376.0
2025-05-30 15:45:00,0.0835,0.0836,0.083,0.0831,440567.0
2025-05-30 16:00:00,0.083,0.0836,0.0829,0.0831,597886.0
2025-05-30 16:15:00,0.0831,0.0831,0.0818,0.0819,1256956.0
2025-05-30 16:30:00,0.0818,0.0819,0.0787,0.08,16257574.0
2025-05-30 16:45:00,0.08,0.0801,0.0796,0.08,4247112.0
2025-05-30 17:00:00,0.08,0.0806,0.0798,0.0801,753446.0
2025-05-30 17:15:00,0.0801,0.0814,0.0801,0.0807,4345121.0
2025-05-30 17:30:00,0.0807,0.0819,0.0807,0.081,6063152.0
2025-05-30 17:45:00,0.081,0.0818,0.0808,0.0816,1334906.0
2025-05-30 18:00:00,0.0816,0.0817,0.0809,0.0812,1661131.0
2025-05-30 18:15:00,0.0812,0.0819,0.0812,0.0818,751315.0
2025-05-30 18:30:00,0.0818,0.0819,0.0816,0.0817,378417.0
2025-05-30 18:45:00,0.0817,0.0824,0.0817,0.082,1130836.0
2025-05-30 19:00:00,0.082,0.0823,0.0818,0.0819,408488.0
2025-05-30 19:15:00,0.0819,0.0822,0.0818,0.0821,267935.0
2025-05-30 19:30:00,0.0821,0.0823,0.0819,0.082,285007.0
2025-05-30 19:45:00,0.082,0.0821,0.0818,0.0819,301780.0
2025-05-30 20:00:00,0.0819,0.0821,0.0816,0.0817,129664.0
2025-05-30 20:15:00,0.0816,0.0819,0.0815,0.0815,224236.0
2025-05-30 20:30:00,0.0815,0.0819,0.0814,0.0818,163358.0
2025-05-30 20:45:00,0.0818,0.0821,0.0815,0.0815,261518.0
2025-05-30 21:00:00,0.0815,0.0817,0.0814,0.0816,115326.0
2025-05-30 21:15:00,0.0816,0.0818,0.0816,0.0816,88495.0
2025-05-30 21:30:00,0.0816,0.0817,0.0814,0.0814,100742.0
2025-05-30 21:45:00,0.0814,0.0815,0.0811,0.0811,496555.0
2025-05-30 22:00:00,0.0811,0.0812,0.0807,0.0809,626764.0
2025-05-30 22:15:00,0.0809,0.0809,0.0802,0.0802,888915.0
2025-05-30 22:30:00,0.0802,0.0804,0.0793,0.0793,600281.0
2025-05-30 22:45:00,0.0793,0.0802,0.0791,0.0791,952199.0
2025-05-30 23:00:00,0.0792,0.0797,0.0789,0.079,1432665.0
2025-05-30 23:15:00,0.0791,0.0792,0.0777,0.0782,3101348.0
2025-05-30 23:30:00,0.0783,0.0783,0.0778,0.0779,1007297.0
2025-05-30 23:45:00,0.078,0.0784,0.0778,0.0782,832056.0
2025-05-31 00:00:00,0.0782,0.0785,0.0767,0.0771,3010813.0
2025-05-31 00:15:00,0.0772,0.0773,0.0758,0.0769,5910340.0
2025-05-31 00:30:00,0.0769,0.0783,0.0769,0.078,1306295.0
2025-05-31 00:45:00,0.078,0.0783,0.077,0.0771,1488474.0
