Time,Open,High,Low,Close,Volume
2025-05-30 15:15:00,0.003297,0.003312,0.003279,0.003303,26934980.0
2025-05-30 15:30:00,0.003303,0.003317,0.003294,0.003314,13992007.0
2025-05-30 15:45:00,0.003314,0.003314,0.00328,0.003285,10596409.0
2025-05-30 16:00:00,0.003284,0.003319,0.003274,0.003284,33055363.0
2025-05-30 16:15:00,0.003283,0.003283,0.003235,0.003241,38337827.0
2025-05-30 16:30:00,0.003242,0.003243,0.00315,0.00323,168360143.0
2025-05-30 16:45:00,0.003229,0.003235,0.003203,0.003215,45321800.0
2025-05-30 17:00:00,0.003214,0.003238,0.003201,0.003208,44752186.0
2025-05-30 17:15:00,0.003206,0.003231,0.003196,0.003201,20175832.0
2025-05-30 17:30:00,0.003201,0.003218,0.003192,0.003206,20469777.0
2025-05-30 17:45:00,0.003207,0.003247,0.003196,0.003239,24811305.0
2025-05-30 18:00:00,0.00324,0.003263,0.003225,0.00324,29899891.0
2025-05-30 18:15:00,0.00324,0.003278,0.003239,0.003274,22516902.0
2025-05-30 18:30:00,0.003275,0.003277,0.003253,0.003253,15597599.0
2025-05-30 18:45:00,0.003252,0.003284,0.003249,0.003278,12630263.0
2025-05-30 19:00:00,0.003278,0.003295,0.003271,0.003276,22918763.0
2025-05-30 19:15:00,0.003275,0.003286,0.003264,0.003272,9003490.0
2025-05-30 19:30:00,0.003273,0.00328,0.00326,0.003273,10893434.0
2025-05-30 19:45:00,0.003273,0.003277,0.003265,0.003269,4779442.0
2025-05-30 20:00:00,0.003269,0.003274,0.003255,0.003264,15040503.0
2025-05-30 20:15:00,0.003264,0.003275,0.003253,0.003254,6273079.0
2025-05-30 20:30:00,0.003254,0.003276,0.003251,0.003276,7909071.0
2025-05-30 20:45:00,0.003274,0.003284,0.003266,0.00327,13700673.0
2025-05-30 21:00:00,0.00327,0.003271,0.003257,0.00326,17664456.0
2025-05-30 21:15:00,0.00326,0.003274,0.00326,0.003269,8131381.0
2025-05-30 21:30:00,0.003269,0.003279,0.00325,0.003252,8611943.0
2025-05-30 21:45:00,0.003252,0.00326,0.003241,0.003248,10822888.0
2025-05-30 22:00:00,0.003247,0.003259,0.003246,0.003253,11201493.0
2025-05-30 22:15:00,0.003254,0.003255,0.003203,0.003203,17566806.0
2025-05-30 22:30:00,0.003204,0.00321,0.003155,0.003158,35076740.0
2025-05-30 22:45:00,0.003158,0.0032,0.003127,0.003127,41865008.0
2025-05-30 23:00:00,0.003131,0.003171,0.003113,0.003123,63211935.0
2025-05-30 23:15:00,0.003122,0.003138,0.003056,0.003107,78379624.0
2025-05-30 23:30:00,0.00311,0.003124,0.003087,0.003092,36651772.0
2025-05-30 23:45:00,0.003093,0.003117,0.003085,0.003102,26847460.0
2025-05-31 00:00:00,0.003102,0.003164,0.003101,0.003135,68411705.0
2025-05-31 00:15:00,0.00314,0.003146,0.003078,0.003106,69479141.0
2025-05-31 00:30:00,0.003106,0.003152,0.003103,0.003146,27303634.0
2025-05-31 00:45:00,0.003146,0.003159,0.003078,0.003088,40838289.0
2025-05-31 01:00:00,0.003087,0.003109,0.003069,0.003096,34840834.0
2025-05-31 01:15:00,0.003097,0.003135,0.003075,0.003077,15632209.0
2025-05-31 01:30:00,0.003079,0.00312,0.003051,0.003117,48037784.0
2025-05-31 01:45:00,0.003117,0.003125,0.003102,0.003125,18950628.0
2025-05-31 02:00:00,0.003126,0.003154,0.003103,0.003135,22066077.0
2025-05-31 02:15:00,0.003133,0.003147,0.003124,0.003127,19217947.0
2025-05-31 02:30:00,0.003126,0.003138,0.003109,0.003125,15105016.0
2025-05-31 02:45:00,0.003125,0.003132,0.003081,0.003089,17341634.0
2025-05-31 03:00:00,0.003089,0.003102,0.003072,0.003094,19339189.0
2025-05-31 03:15:00,0.003094,0.003111,0.003086,0.0031,24467271.0
2025-05-31 03:30:00,0.003102,0.003117,0.003078,0.003115,19980376.0
2025-05-31 03:45:00,0.003116,0.003123,0.003093,0.003111,19621255.0
2025-05-31 04:00:00,0.003112,0.003119,0.003093,0.003111,13019443.0
2025-05-31 04:15:00,0.00311,0.003147,0.003095,0.003138,15356560.0
2025-05-31 04:30:00,0.003138,0.003171,0.003137,0.003149,22907349.0
2025-05-31 04:45:00,0.003151,0.003156,0.003138,0.003145,11202174.0
2025-05-31 05:00:00,0.003147,0.003169,0.003146,0.003159,19256700.0
2025-05-31 05:15:00,0.003159,0.003207,0.003143,0.003206,47485897.0
2025-05-31 05:30:00,0.003207,0.003217,0.003197,0.003208,47261787.0
2025-05-31 05:45:00,0.003206,0.003207,0.003169,0.00317,12422877.0
2025-05-31 06:00:00,0.003171,0.003217,0.003166,0.003216,21665228.0
2025-05-31 06:15:00,0.003217,0.003231,0.003211,0.003214,24317222.0
2025-05-31 06:30:00,0.003213,0.003239,0.003213,0.003233,17950552.0
2025-05-31 06:45:00,0.003233,0.003236,0.003223,0.00323,8530127.0
2025-05-31 07:00:00,0.00323,0.003235,0.003209,0.003216,26631188.0
2025-05-31 07:15:00,0.003215,0.003233,0.003208,0.003233,6622222.0
2025-05-31 07:30:00,0.003233,0.003246,0.00323,0.003233,11947259.0
2025-05-31 07:45:00,0.003233,0.003244,0.003221,0.003221,13981141.0
2025-05-31 08:00:00,0.003222,0.003224,0.003211,0.003214,11980436.0
2025-05-31 08:15:00,0.003213,0.003227,0.003201,0.003205,13071604.0
2025-05-31 08:30:00,0.003204,0.003212,0.003194,0.003202,12437149.0
2025-05-31 08:45:00,0.003203,0.003217,0.003191,0.003194,12182516.0
2025-05-31 09:00:00,0.003196,0.00322,0.003196,0.003208,17834398.0
2025-05-31 09:15:00,0.003208,0.003212,0.003197,0.003209,9648299.0
2025-05-31 09:30:00,0.003208,0.003237,0.003204,0.003227,20784077.0
2025-05-31 09:45:00,0.003227,0.003239,0.003218,0.003238,11945780.0
2025-05-31 10:00:00,0.003238,0.003253,0.00323,0.003249,19549171.0
2025-05-31 10:15:00,0.003248,0.003257,0.003236,0.00324,15879755.0
2025-05-31 10:30:00,0.003241,0.003244,0.00321,0.003216,21562153.0
2025-05-31 10:45:00,0.003216,0.003241,0.003212,0.003241,14579668.0
2025-05-31 11:00:00,0.003241,0.003252,0.003211,0.003213,14480729.0
2025-05-31 11:15:00,0.003214,0.003224,0.003203,0.003206,17191262.0
2025-05-31 11:30:00,0.003207,0.003229,0.003206,0.003222,10687666.0
2025-05-31 11:45:00,0.003221,0.003233,0.003217,0.003219,6948061.0
2025-05-31 12:00:00,0.003218,0.003226,0.003196,0.003226,14651944.0
2025-05-31 12:15:00,0.003226,0.00323,0.003211,0.003221,11913483.0
2025-05-31 12:30:00,0.003221,0.003239,0.003218,0.003237,8065549.0
2025-05-31 12:45:00,0.003237,0.00327,0.003235,0.00327,21840548.0
2025-05-31 13:00:00,0.003269,0.003295,0.003265,0.00328,34840461.0
2025-05-31 13:15:00,0.003279,0.003289,0.003226,0.003226,26712183.0
2025-05-31 13:30:00,0.003227,0.003251,0.003226,0.003226,13543122.0
2025-05-31 13:45:00,0.003226,0.003226,0.003198,0.003202,13153541.0
2025-05-31 14:00:00,0.003202,0.003235,0.003201,0.003231,16380001.0
2025-05-31 14:15:00,0.00323,0.003233,0.003207,0.003217,12578195.0
2025-05-31 14:30:00,0.003216,0.003221,0.003207,0.00321,9611764.0
2025-05-31 14:45:00,0.003208,0.003214,0.0032,0.003214,6787701.0
2025-05-31 15:00:00,0.003212,0.003223,0.003199,0.003203,11975046.0
