Time,Open,High,Low,Close,Volume
2025-05-20 01:00:00,167.06,170.66,166.88,169.85,187745.93
2025-05-20 02:00:00,169.86,173.09,169.86,170.55,278370.98
2025-05-20 03:00:00,170.56,170.79,168.23,169.15,180963.69
2025-05-20 04:00:00,169.16,170.56,168.45,169.98,113441.52
2025-05-20 05:00:00,169.98,170.61,169.2,169.24,87975.89
2025-05-20 06:00:00,169.24,169.56,167.71,168.37,111556.17
2025-05-20 07:00:00,168.36,168.48,167.05,167.33,106877.83
2025-05-20 08:00:00,167.32,167.99,166.2,167.71,128033.34
2025-05-20 09:00:00,167.7,168.07,167.06,167.26,72195.33
2025-05-20 10:00:00,167.26,167.62,165.53,166.29,165648.33
2025-05-20 11:00:00,166.3,166.8,165.2,166.46,116323.52
2025-05-20 12:00:00,166.45,166.5,165.12,166.03,88669.53
2025-05-20 13:00:00,166.03,166.5,164.79,165.34,210839.75
2025-05-20 14:00:00,165.33,166.69,164.49,165.58,196421.03
2025-05-20 15:00:00,165.57,167.33,165.5,166.59,146321.48
2025-05-20 16:00:00,166.59,167.12,165.23,165.5,129941.82
2025-05-20 17:00:00,165.51,168.26,165.41,167.86,168950.21
2025-05-20 18:00:00,167.86,167.96,164.52,164.86,207700.63
2025-05-20 19:00:00,164.86,169.11,164.56,168.12,178630.67
2025-05-20 20:00:00,168.13,169.22,166.85,168.48,221231.77
2025-05-20 21:00:00,168.49,169.4,166.86,168.05,152442.49
2025-05-20 22:00:00,168.05,168.44,166.29,167.76,96636.52
2025-05-20 23:00:00,167.76,169.16,167.59,168.59,113754.74
2025-05-21 00:00:00,168.6,169.11,167.55,168.1,119090.01
2025-05-21 01:00:00,168.1,169.13,167.77,168.39,95381.66
2025-05-21 02:00:00,168.4,168.93,166.76,168.74,153371.16
2025-05-21 03:00:00,168.75,170.92,168.62,169.96,141683.46
2025-05-21 04:00:00,169.97,171.36,169.1,170.27,145168.54
2025-05-21 05:00:00,170.27,171.75,170.23,170.7,167904.35
2025-05-21 06:00:00,170.71,171.6,169.77,170.98,157311.31
2025-05-21 07:00:00,170.99,171.36,168.3,168.84,225670.93
2025-05-21 08:00:00,168.84,169.53,168.05,168.08,118716.26
2025-05-21 09:00:00,168.08,168.57,167.39,167.77,107251.84
2025-05-21 10:00:00,167.77,168.59,167.5,168.16,72881.41
2025-05-21 11:00:00,168.16,169.64,168.0,169.32,92541.05
2025-05-21 12:00:00,169.31,170.26,168.68,169.35,81777.38
2025-05-21 13:00:00,169.35,170.4,168.34,169.49,152787.17
2025-05-21 14:00:00,169.5,172.89,169.03,172.8,326012.01
2025-05-21 15:00:00,172.8,173.68,171.21,172.18,384718.55
2025-05-21 16:00:00,172.19,174.96,171.39,173.21,312395.01
2025-05-21 17:00:00,173.22,173.99,165.52,167.13,794452.26
2025-05-21 18:00:00,167.14,169.63,166.33,167.91,273406.55
2025-05-21 19:00:00,167.91,171.54,167.25,171.16,208758.09
2025-05-21 20:00:00,171.15,171.35,169.22,169.73,167417.79
2025-05-21 21:00:00,169.74,170.8,169.14,170.12,73152.12
2025-05-21 22:00:00,170.13,172.84,169.74,171.7,189866.69
2025-05-21 23:00:00,171.7,175.96,171.12,173.55,405709.52
2025-05-22 00:00:00,173.55,174.96,173.27,174.9,258505.47
2025-05-22 01:00:00,174.91,175.77,172.55,173.23,222454.09
2025-05-22 02:00:00,173.22,174.85,173.08,174.4,143306.92
2025-05-22 03:00:00,174.4,177.48,173.82,176.77,195414.37
2025-05-22 04:00:00,176.78,177.37,175.75,176.85,192974.96
2025-05-22 05:00:00,176.84,177.72,175.68,175.83,147132.88
2025-05-22 06:00:00,175.84,176.54,175.22,175.84,130821.32
2025-05-22 07:00:00,175.85,178.71,175.48,178.47,171477.59
2025-05-22 08:00:00,178.48,179.78,177.99,179.74,201690.4
2025-05-22 09:00:00,179.75,180.82,179.05,179.61,227710.21
2025-05-22 10:00:00,179.61,179.73,178.04,178.16,147756.89
2025-05-22 11:00:00,178.15,178.79,177.15,178.02,135053.41
2025-05-22 12:00:00,178.01,178.77,177.38,178.61,128637.94
2025-05-22 13:00:00,178.62,179.04,176.95,177.21,235938.63
2025-05-22 14:00:00,177.22,179.6,177.13,178.72,269614.47
2025-05-22 15:00:00,178.73,179.87,178.49,178.99,141580.81
2025-05-22 16:00:00,179.0,180.34,177.9,178.34,157516.68
2025-05-22 17:00:00,178.34,179.9,177.95,179.05,106575.26
2025-05-22 18:00:00,179.05,179.95,178.51,179.32,72590.52
2025-05-22 19:00:00,179.32,179.5,177.54,177.86,123028.52
2025-05-22 20:00:00,177.87,178.67,177.62,178.51,84494.87
2025-05-22 21:00:00,178.52,178.52,177.28,178.08,57862.73
2025-05-22 22:00:00,178.09,179.35,178.01,178.1,78755.27
2025-05-22 23:00:00,178.11,180.04,178.11,179.66,65287.16
2025-05-23 00:00:00,179.67,181.9,179.25,180.72,201064.88
2025-05-23 01:00:00,180.73,183.58,180.33,183.09,193616.77
2025-05-23 02:00:00,183.09,185.35,183.08,183.73,211321.1
2025-05-23 03:00:00,183.73,185.34,183.68,184.91,77528.67
2025-05-23 04:00:00,184.93,185.27,181.91,182.59,117455.32
2025-05-23 05:00:00,182.58,183.0,181.28,181.91,75545.42
2025-05-23 06:00:00,181.88,181.98,179.99,180.77,107123.84
2025-05-23 07:00:00,180.77,183.05,180.77,182.46,102088.04
2025-05-23 08:00:00,182.47,186.7,182.47,186.09,182693.03
2025-05-23 09:00:00,186.08,187.6,185.75,186.75,120551.02
2025-05-23 10:00:00,186.75,187.17,185.45,185.85,110304.63
2025-05-23 11:00:00,185.85,186.07,177.1,177.85,417721.52
