Time,Open,High,Low,Close,Volume
2025-04-27 04:00:00,5.165,5.177,5.067,5.128,549517.0
2025-04-27 08:00:00,5.129,5.151,5.083,5.093,378130.0
2025-04-27 12:00:00,5.092,5.116,5.032,5.051,964178.0
2025-04-27 16:00:00,5.051,5.085,5.009,5.083,461206.0
2025-04-27 20:00:00,5.084,5.105,5.014,5.023,389658.0
2025-04-28 00:00:00,5.023,5.047,4.904,5.024,1267737.0
2025-04-28 04:00:00,5.024,5.159,5.016,5.128,1193224.0
2025-04-28 08:00:00,5.129,5.187,5.093,5.157,834686.0
2025-04-28 12:00:00,5.157,5.176,4.929,4.971,1197583.0
2025-04-28 16:00:00,4.971,5.097,4.923,5.09,585048.0
2025-04-28 20:00:00,5.089,5.123,5.051,5.098,462923.0
2025-04-29 00:00:00,5.099,5.162,5.069,5.096,459610.0
2025-04-29 04:00:00,5.096,5.143,5.031,5.131,1045176.0
2025-04-29 08:00:00,5.132,5.167,5.033,5.042,737866.0
2025-04-29 12:00:00,5.043,5.057,4.973,4.987,821930.0
2025-04-29 16:00:00,4.987,5.018,4.925,4.983,788071.0
2025-04-29 20:00:00,4.984,4.992,4.833,4.883,969517.0
2025-04-30 00:00:00,4.883,4.924,4.832,4.912,531772.0
2025-04-30 04:00:00,4.912,4.934,4.839,4.86,422389.0
2025-04-30 08:00:00,4.861,4.943,4.837,4.929,588648.0
2025-04-30 12:00:00,4.93,4.93,4.735,4.837,2372177.0
2025-04-30 16:00:00,4.837,4.921,4.792,4.906,805840.0
2025-04-30 20:00:00,4.906,4.964,4.894,4.91,609682.0
2025-05-01 00:00:00,4.91,4.997,4.906,4.924,677454.0
2025-05-01 04:00:00,4.925,4.985,4.913,4.981,376604.0
2025-05-01 08:00:00,4.98,5.027,4.944,4.964,1196459.0
2025-05-01 12:00:00,4.964,4.975,4.826,4.921,2204384.0
2025-05-01 16:00:00,4.921,4.99,4.911,4.948,792125.0
2025-05-01 20:00:00,4.948,4.988,4.92,4.941,553438.0
2025-05-02 00:00:00,4.94,5.067,4.939,4.995,793822.0
2025-05-02 04:00:00,4.996,5.012,4.903,4.922,700533.0
2025-05-02 08:00:00,4.921,4.97,4.9,4.903,560412.0
2025-05-02 12:00:00,4.902,5.001,4.881,4.956,770713.0
2025-05-02 16:00:00,4.958,5.003,4.916,4.924,967765.0
2025-05-02 20:00:00,4.923,4.994,4.913,4.99,415374.0
2025-05-03 00:00:00,4.991,4.999,4.904,4.921,460889.0
2025-05-03 04:00:00,4.921,4.926,4.84,4.861,695349.0
2025-05-03 08:00:00,4.86,4.866,4.748,4.752,1217674.0
2025-05-03 12:00:00,4.753,4.819,4.747,4.765,1286325.0
2025-05-03 16:00:00,4.765,4.777,4.642,4.773,1194629.0
2025-05-03 20:00:00,4.772,4.778,4.707,4.712,530207.0
2025-05-04 00:00:00,4.711,4.746,4.665,4.677,505761.0
2025-05-04 04:00:00,4.677,4.717,4.645,4.668,451542.0
2025-05-04 08:00:00,4.669,4.669,4.59,4.653,700441.0
2025-05-04 12:00:00,4.653,4.686,4.591,4.625,655817.0
2025-05-04 16:00:00,4.625,4.63,4.558,4.603,861907.0
2025-05-04 20:00:00,4.604,4.626,4.54,4.601,617697.0
2025-05-05 00:00:00,4.601,4.648,4.555,4.603,621001.0
2025-05-05 04:00:00,4.603,4.667,4.583,4.66,482171.0
2025-05-05 08:00:00,4.659,4.671,4.574,4.596,573546.0
2025-05-05 12:00:00,4.595,4.631,4.566,4.585,859710.0
2025-05-05 16:00:00,4.586,4.686,4.578,4.626,583827.0
2025-05-05 20:00:00,4.625,4.637,4.548,4.601,633120.0
2025-05-06 00:00:00,4.601,4.629,4.525,4.593,629528.0
2025-05-06 04:00:00,4.593,4.611,4.552,4.559,453362.0
2025-05-06 08:00:00,4.558,4.561,4.453,4.478,1228732.0
2025-05-06 12:00:00,4.478,4.563,4.439,4.519,1128251.0
2025-05-06 16:00:00,4.519,4.607,4.503,4.582,660987.0
2025-05-06 20:00:00,4.582,4.638,4.47,4.628,930304.0
2025-05-07 00:00:00,4.628,4.689,4.583,4.614,876167.0
2025-05-07 04:00:00,4.613,4.666,4.61,4.665,305781.0
2025-05-07 08:00:00,4.664,4.678,4.627,4.647,418720.0
2025-05-07 12:00:00,4.646,4.65,4.552,4.559,489729.0
2025-05-07 16:00:00,4.558,4.576,4.493,4.516,916927.0
2025-05-07 20:00:00,4.515,4.648,4.498,4.646,463027.0
2025-05-08 00:00:00,4.646,4.796,4.636,4.79,1168448.0
2025-05-08 04:00:00,4.79,4.831,4.753,4.797,771895.0
2025-05-08 08:00:00,4.797,4.887,4.795,4.865,857084.0
2025-05-08 12:00:00,4.864,5.0,4.837,4.935,1221342.0
2025-05-08 16:00:00,4.935,5.082,4.935,5.058,1551582.0
2025-05-08 20:00:00,5.059,5.231,5.05,5.216,1201687.0
2025-05-09 00:00:00,5.216,5.303,5.182,5.194,1156348.0
2025-05-09 04:00:00,5.193,5.397,5.182,5.371,1164072.0
2025-05-09 08:00:00,5.371,5.454,5.245,5.312,2355405.0
2025-05-09 12:00:00,5.311,5.427,5.271,5.345,1416162.0
2025-05-09 16:00:00,5.346,5.448,5.311,5.414,846712.0
2025-05-09 20:00:00,5.415,5.457,5.366,5.445,594423.0
2025-05-10 00:00:00,5.444,5.538,5.38,5.506,1246980.0
2025-05-10 04:00:00,5.507,5.607,5.481,5.525,1574309.0
2025-05-10 08:00:00,5.526,5.558,5.413,5.428,1717893.0
2025-05-10 12:00:00,5.429,5.498,5.389,5.452,913604.0
2025-05-10 16:00:00,5.452,5.582,5.444,5.557,1363549.0
2025-05-10 20:00:00,5.556,5.852,5.529,5.835,1492442.0
2025-05-11 00:00:00,5.834,5.956,5.677,5.882,1991493.0
